gen				tr_ac_top		tr_ac_mean		tr_ac_best		tr_ac_uq		tr_ac_median	tr_ac_lq		tr_ac_worst		tr_acac_top		tr_acac_mean	tr_acac_best	tr_acac_uq		tr_acac_median	tr_acac_lq		tr_acac_worst	tr_aa_top		tr_aa_mean		tr_aa_best		tr_aa_uq		tr_aa_median	tr_aa_lq		tr_aa_worst		te_ac_top		te_ac_mean		te_ac_best		te_ac_uq		te_ac_median	te_ac_lq		te_ac_worst		te_acac_top		te_acac_mean	te_acac_best	te_acac_uq		te_acac_median	te_acac_lq		te_acac_worst	te_aa_top		te_aa_mean		te_aa_best		te_aa_uq		te_aa_median	te_aa_lq		te_aa_worst		
10				1.851888		2.014211		1.851888		1.975803		2.053061		2.055577		2.056178		1.170027		1.287999		1.170027		1.258196		1.317810		1.321357		1.322629		26.100000		14.891376		26.100000		18.009998		12.692500		11.249999		11.206999		1.851026		2.013702		1.851026		1.976065		2.052827		2.055659		2.056068		1.167853		1.287160		1.167853		1.257740		1.318506		1.321112		1.322174		27.300556		14.909513		27.300556		18.025000		12.310278		11.236666		11.152777		
11				1.807385		1.987341		1.807385		1.920915		2.005281		2.055658		2.056335		1.145730		1.267313		1.145730		1.216375		1.274547		1.321408		1.322771		27.488001		17.024561		27.488001		23.176001		16.893497		11.249999		11.170000		1.806556		1.986630		1.806556		1.917399		2.004346		2.055690		2.056192		1.144915		1.265990		1.144915		1.214659		1.271602		1.321147		1.322174		28.953888		17.249859		28.953888		23.548334		16.787222		11.236666		11.152777		
12				1.674579		1.931967		1.674579		1.851888		1.953943		2.034285		2.055866		1.055100		1.227338		1.055100		1.170027		1.245123		1.292941		1.321958		36.427002		20.740435		36.427002		26.100000		19.929501		13.232000		11.208999		1.672187		1.931081		1.672187		1.851026		1.953596		2.034614		2.055818		1.050256		1.225531		1.050256		1.167853		1.241940		1.293048		1.321321		37.257221		21.061979		37.257221		27.300556		20.008057		13.015556		11.152777		
13				1.674579		1.931967		1.674579		1.851888		1.953943		2.034285		2.055866		1.055100		1.227338		1.055100		1.170027		1.245123		1.292941		1.321958		36.427002		20.740435		36.427002		26.100000		19.929501		13.232000		11.208999		1.672187		1.931081		1.672187		1.851026		1.953596		2.034614		2.055818		1.050256		1.225531		1.050256		1.167853		1.241940		1.293048		1.321321		37.257221		21.061979		37.257221		27.300556		20.008057		13.015556		11.152777		
14				1.674579		1.890434		1.674579		1.756113		1.913106		1.975281		2.055900		1.055100		1.198685		1.055100		1.110541		1.211843		1.261904		1.321852		36.427002		23.032562		36.427002		31.570999		22.983000		18.618999		11.190000		1.672187		1.889547		1.672187		1.754250		1.912478		1.975365		2.055852		1.050256		1.196722		1.050256		1.101940		1.209707		1.262360		1.322209		37.257221		23.248369		37.257221		31.460556		23.666388		19.029446		11.152777		
15				1.674579		1.896185		1.674579		1.737859		1.954031		2.054649		2.057497		1.055100		1.204908		1.055100		1.103120		1.233300		1.320096		1.325045		36.427002		22.506687		36.427002		32.978001		20.970499		11.315999		10.832001		1.672187		1.895367		1.672187		1.736891		1.953089		2.054807		2.057119		1.050256		1.202210		1.050256		1.090466		1.232434		1.320070		1.324017		37.257221		22.712986		37.257221		33.422222		21.078335		11.670554		11.152777		
16				1.612881		1.791241		1.612881		1.695351		1.765703		1.821453		2.055697		1.018446		1.134757		1.018446		1.063627		1.115572		1.158637		1.321459		36.834999		28.957251		36.834999		34.073997		31.559000		26.819998		11.248999		1.612498		1.790107		1.612498		1.694873		1.765459		1.820327		2.055725		1.013816		1.131032		1.013816		1.061681		1.109442		1.154356		1.321510		37.965553		29.375277		37.965553		34.587223		31.578609		27.217779		11.236666		
17				1.491435		1.729099		1.491435		1.671039		1.697985		1.775778		2.055683		0.897732		1.096650		0.897732		1.051132		1.076259		1.130028		1.321512		46.156998		32.007191		46.156998		36.427002		33.399002		28.733002		11.241999		1.486833		1.726390		1.486833		1.664252		1.694302		1.775765		2.055722		0.892229		1.090905		0.892229		1.050256		1.065849		1.124263		1.321174		46.373329		32.409096		46.373329		37.257221		33.731392		28.902777		11.236666		
18				1.491435		1.702758		1.491435		1.519965		1.712357		1.751988		2.056363		0.897732		1.073438		0.897732		0.960405		1.071048		1.105542		1.322780		46.156998		33.491249		46.156998		40.959999		34.903503		32.050003		11.173999		1.486833		1.700133		1.486833		1.518505		1.711685		1.751028		2.056098		0.892229		1.068596		0.892229		0.957997		1.066643		1.097042		1.321825		46.373329		33.954865		46.373329		42.154442		35.585003		31.881668		11.152777		
19				1.373758		1.606728		1.373758		1.479295		1.572097		1.646577		2.055518		0.855959		1.019155		0.855959		0.904933		1.002266		1.049648		1.321273		50.032001		36.695190		50.032001		44.070999		39.226997		35.038998		11.249999		1.362685		1.602778		1.362685		1.473021		1.568824		1.647459		2.055652		0.849035		1.013970		0.849035		0.901616		0.999431		1.045968		1.321306		50.367226		36.967403		50.367226		44.224442		39.694447		34.493332		11.236666		
20				1.311269		1.497903		1.311269		1.374357		1.459027		1.519232		2.055635		0.823298		0.948192		0.823298		0.865477		0.901332		0.987852		1.321264		52.204002		42.064430		52.204002		48.350998		45.195503		38.415001		11.206999		1.299855		1.491055		1.299855		1.370942		1.450160		1.515878		2.055718		0.818948		0.941419		0.818948		0.859692		0.897111		0.984533		1.321190		52.859444		42.358921		52.859444		47.669445		45.661110		39.218887		11.236666		
